category,laureate_id,laureate_name,prize_year,decade,pub_year,title,paper_id,is_prize_winning_paper,author_count
Physics,10163,victor f. hess,1936,1930,1912.0,observations in low level radiation during seven free balloon flights.,,YES,
Physics,10164,"anderson, cd",1936,1930,1933.0,the positive electron,1984005161.0,YES,1
Physics,10165,"chadwick, j",1935,1930,1932.0,possible existence of a neutron,2167908904.0,YES,1
Physics,10166,"schrodinger, e",1933,1930,1926.0,an undulatory theory of the mechanics of atoms and molecules,2056474482.0,YES,1
Physics,10166,"schrodinger, e",1933,1930,1926.0,quantisierung als eigenwertproblem,2159136592.0,YES,1
Physics,10166,"schrodinger, e",1933,1930,1926.0,der stetige ubergang von der mikro zur makromechanik,1884836326.0,YES,1
Physics,10166,"schrodinger, e",1933,1930,1926.0,uber das verhaltnis der heisenberg born jordanschen quantenmechanik zu der meinem,2087517811.0,YES,1
Physics,10167,"dirac, pam",1933,1930,1928.0,the quantum theory of the electron,2127865535.0,YES,1
Physics,10168,"heisenberg, w",1932,1930,1928.0,zur theorie des ferromagnetismus,2079751966.0,YES,1
Physics,10169,"raman, cv",1930,1930,1928.0,a new type of secondary radiation,2072443063.0,YES,2
Physics,10170,"broglie, ld",1929,1920,1924.0,xxxv a tentative theory of light quanta,2107020988.0,YES,1
Physics,10171,"richardson, ow",1928,1920,1901.0,on the negative radiation from hot platinum,,YES,
Physics,10172,"compton, ah",1927,1920,1923.0,the spectrum of scattered x rays,1992738745.0,YES,1
Physics,10172,"compton, ah",1927,1920,1923.0,a quantum theory of the scattering of x rays by light elements,2035879262.0,YES,1
Physics,10172,"compton, ah",1927,1920,1923.0,cxvii the total reflexion of x rays,2051374510.0,YES,1
Physics,10173,"wilson, ctr",1927,1920,1911.0,on a method of making visible the paths of ionising particles through a gas,1990379124.0,YES,1
Physics,10174,"perrin, j",1926,1920,1908.0,sur la theorie du mouvement brownien,131007391.0,YES,
Physics,10175,gustav hertz,1925,1920,1916.0,the kinetics of electrons and ions in gases,,YES,
Physics,10175,gustav hertz,1925,1920,1919.0,the confirmation of the bohr atomic theory in the optical spectra by means of experiments of the unelastic impacts of slow electrons with gas molecules,,YES,
Physics,10176,"franck, j",1925,1920,1916.0,the kinetics of electrons and ions in gases,,YES,
Physics,10176,"franck, j",1925,1920,1919.0,the confirmation of the bohr atomic theory in the optical spectra by means of experiments of the unelastic impacts of slow electrons with gas molecules,,YES,
Physics,10177,"siegbahn, m",1924,1920,1916.0,the x-ray spectrum of the elements na to cr,,YES,
Physics,10177,"siegbahn, m",1924,1920,1916.0,on the high-frequency spectra (k-series) of elements cr to ge.,,YES,
Physics,10177,"siegbahn, m",1924,1920,1916.0,on a vacuum spectrograph for the registration of high-frequence spectra and a preliminary testing of rare soils with the same.,,YES,
Physics,10178,"millikan, ra",1923,1920,1910.0,the isolation of an ion a precision measurement of its charge and the correction of stokes s law,1975117866.0,YES,1
Physics,10178,"millikan, ra",1923,1920,1910.0,a new modification of the cloud method of measuring the elementary electrical charge and the most probable value of that charge,2063658535.0,YES,1
Physics,10179,"bohr, n",1922,1920,1913.0,lxxiii on the constitution of atoms and molecules,2060222759.0,YES,1
Physics,10179,"bohr, n",1922,1920,1913.0,i on the constitution of atoms and molecules,1703910647.0,YES,1
Physics,10179,"bohr, n",1922,1920,1913.0,ii on the theory of the decrease of velocity of moving electrified particles on passing through matter,2263196060.0,YES,1
Physics,10179,"bohr, n",1922,1920,2009.0,xxxvii on the constitution of atoms and molecules,1805515744.0,YES,1
Physics,10180,"einstein, a",1921,1920,1905.0,uber einen die erzeugung und verwandlung des lichtes betreffenden heuristischen gesichtspunkt,2005886497.0,YES,1
Physics,10180,"einstein, a",1921,1920,1905.0,zur elektrodynamik bewegter korper,2048251016.0,YES,1
Physics,10180,"einstein, a",1921,1920,1905.0,on the movement of small particles suspended in a stationary liquid demanded by the molecular kinetic theory of heart,2730405628.0,YES,
Physics,10181,charles edouard guillaume,1920,1920,1919.0,The Anomaly of the Nickel-Steels,2056303910.0,YES,1
Physics,10182,"stark, j",1919,1910,1914.0,beobachtungen uber den effekt des elektrischen feldes auf spektrallinien ii langseffekt,2171194731.0,YES,1
Physics,10183,"planck, m",1918,1910,1901.0,Ueber das Gesetz der Energieverteilung im Normalspectrum,2047210381.0,YES,1
Physics,10184,"barkla, cg",1917,1910,1906.0,polarisation in secondary rontgen radiation,2087929793.0,YES,1
Physics,10185,"bragg, wl",1915,1910,1913.0,the reflection of x rays by crystals,1986715836.0,YES,2
Physics,10185,"bragg, wl",1915,1910,1913.0,the structure of some crystals as indicated by their diffraction of x rays,2149044878.0,YES,1
Physics,10186,"bragg, wh",1915,1910,1913.0,the reflection of x rays by crystals,1986715836.0,YES,2
Physics,10187,"laue, m",1914,1910,1913.0,interferenzerscheinungen bei rontgenstrahlen,2049080732.0,YES,3
Physics,10188,"onnes, hk",1913,1910,1911.0,"further experiments with liquid helium d - on the change of the electrical resistance of pure metals at very low temperatures, etc v the disappearance of the resistance of mercury",,YES,
Physics,10189,"wien, w",1911,1910,1983.0,Wien's displacement law,,YES,
Physics,10190,albert a. michelson,1907,1900,1887.0,On the Relative Motion of the Earth and the Luminiferous Ether,2085155384.0,YES,2
Physics,10191,joseph john thomson,1906,1900,1897.0,XL. Cathode Rays,2050833490.0,YES,1
Physics,10192,"lenard, p",1905,1900,1894.0,Ueber Kathodenstrahlen in Gasen von atmosphrischem Druck und im ussersten Vacuum,2150938918.0,YES,1
Physics,10193,"zeeman, p",1902,1900,1897.0,The Effect of Magnetisation on the Nature of Light Emitted by a Substance,,YES,
Physics,10193,"zeeman, p",1902,1900,1896.0,The Influence of a Magnetic Field on Radiation Frequency,,YES,
Chemistry,20001,"stoddart, j",2016,2010,1991,a molecular shuttle,1976038872,YES,3
Chemistry,20002,"feringa, b",2016,2010,1999,light driven monodirectional molecular rotor,1559264985,YES,5
Chemistry,20003,"sauvage, j",2016,2010,1983,une nouvelle famille de molecules les metallo catenanes,1975259432,YES,3
Chemistry,20004,"modrich, p",2015,2010,1989,dna mismatch correction in a defined system,2044198642,YES,3
Chemistry,20005,"lindahl, t",2015,2010,1974,an n glycosidase from escherichia coli that releases free uracil from dna containing deaminated cytosine residues,2016134181,YES,1
Chemistry,20006,"sancar, a",2015,2010,1983,a novel repair enzyme uvrabc excision nuclease of escherichia coli cuts a dna strand on both sides of the damaged region,2033860973,YES,2
Chemistry,20007,"moerner, w",2014,2010,2000,single photons on demand from a single molecule at room temperature,1652946403,YES,2
Chemistry,20008,"betzig, e",2014,2010,1991,breaking the diffraction barrier optical microscopy on a nanometric scale,1970528721,YES,5
Chemistry,20008,"betzig, e",2014,2010,1992,near field optics microscopy spectroscopy and surface modification beyond the diffraction limit,2036078488,YES,2
Chemistry,20008,"betzig, e",2014,2010,1993,single molecules observed by near field scanning optical microscopy,2085189255,YES,2
Chemistry,20009,"hell, s",2014,2010,1994,breaking the diffraction resolution limit by stimulated emission stimulated emission depletion fluorescence microscopy,2115737236,YES,2
Chemistry,20010,"levitt, m",2013,2010,1975,computer simulation of protein folding,1965838279,YES,2
Chemistry,20010,"levitt, m",2013,2010,1976,theoretical studies of enzymic reactions dielectric electrostatic and steric stabilization of the carbonium ion in the reaction of lysozyme,2004303971,YES,2
Chemistry,20011,"warshel, a",2013,2010,1975,computer simulation of protein folding,1965838279,YES,2
Chemistry,20011,"warshel, a",2013,2010,1976,theoretical studies of enzymic reactions dielectric electrostatic and steric stabilization of the carbonium ion in the reaction of lysozyme,2004303971,YES,2
Chemistry,20011,"warshel, a",2013,2010,1972,calculation of ground and excited state potential surfaces of conjugated molecules i formulation and parametrization,1979313952,YES,2
Chemistry,20012,"karplus, m",2013,2010,1972,calculation of ground and excited state potential surfaces of conjugated molecules i formulation and parametrization,1979313952,YES,2
Chemistry,20013,"lefkowitz, r",2012,2010,1986,cloning of the gene and cdna for mammalian  adrenergic receptor and homology with rhodopsin,2048669565,YES,16
Chemistry,20014,"kobilka, b",2012,2010,1986,cloning of the gene and cdna for mammalian  adrenergic receptor and homology with rhodopsin,2048669565,YES,16
Chemistry,20015,"shechtman, d",2011,2010,1984,metallic phase with long range orientational order and no translational symmetry,2569915238,YES,4
Chemistry,20016,"heck, r",2010,2010,1968,acylation methylation and carboxyalkylation of olefins by group viii metal derivatives,2033834272,YES,1
Chemistry,20016,"heck, r",2010,2010,1968,allylation of aromatic compounds with organopalladium salts,2046366153,YES,1
Chemistry,20016,"heck, r",2010,2010,1968,the palladium catalyzed arylation of enol esters ethers and halides a new synthesis of 2 aryl aldehydes and ketones,2062594450,YES,1
Chemistry,20016,"heck, r",2010,2010,1968,the arylation of allylic alcohols with organopalladium compounds a new synthesis of 3 aryl aldehydes and ketones,2093996981,YES,1
Chemistry,20016,"heck, r",2010,2010,1972,palladium catalyzed vinylic hydrogen substitution reactions with aryl benzyl and styryl halides,1966363887,YES,2
Chemistry,20017,"negishi, e",2010,2010,1976,novel stereoselective alkenyl aryl coupling via nickel catalysed reaction of alkenylanes with aryl halides,2112011781,YES,2
Chemistry,20017,"negishi, e",2010,2010,1976,a novel stereospecific alkenyl alkenyl cross coupling by a palladium or nickel catalyzed reaction of alkenylalanes with alkenyl halides,2047184383,YES,2
Chemistry,20018,"suzuki, a",2010,2010,1979,a new stereospecific cross coupling by the palladium catalyzed reaction of 1 alkenylboranes with 1 alkenyl or 1 alkynyl halides,2061343703,YES,3
Chemistry,20019,"ramakrishnan, v",2009,2000,2000,structure of the 30s ribosomal subunit,2119966574,YES,8
Chemistry,20019,"ramakrishnan, v",2009,2000,2000,functional insights from the structure of the 30s ribosomal subunit and its interactions with antibiotics,2170243611,YES,6
Chemistry,20020,"steitz, t",2009,2000,2000,the structural basis of ribosome activity in peptide bond synthesis,2097654784,YES,5
Chemistry,20020,"steitz, t",2009,2000,2000,the complete atomic structure of the large ribosomal subunit at 2 4 a resolution,1983534198,YES,5
Chemistry,20020,"steitz, t",2009,2000,2000,the complete atomic structure of the large ribosomal subunit at 2,1563270439,YES,
Chemistry,20021,"yonath, a",2009,2000,2000,structure of functionally activated small ribosomal subunit at 3 3 a resolution,2092617311,YES,11
Chemistry,20022,"chalfie, m",2008,2000,1994,green fluorescent protein as a marker for gene expression,2032579724,YES,5
Chemistry,20023,"tsien, r",2008,2000,1995,improved green fluorescence,1980073547,YES,3
Chemistry,20023,"tsien, r",2008,2000,1997,fluorescent indicators for ca2 based on green fluorescent proteins and calmodulin,1542263802,YES,7
Chemistry,20023,"tsien, r",2008,2000,1994,wavelength mutations and posttranslational autoxidation of green fluorescent protein,2036742051,YES,3
Chemistry,20023,"tsien, r",2008,2000,1995,understanding improving and using green fluorescent proteins,2061104342,YES,6
Chemistry,20023,"tsien, r",2008,2000,1996,crystal structure of the aequorea victoria green fluorescent protein,2161996750,YES,6
Chemistry,20024,shimomur.o,2008,2000,1962,extraction purification and properties of aequorin a bioluminescent protein from the luminous hydromedusan aequorea,2084312697,YES,3
Chemistry,20025,"ertl, g",2007,2000,1974,adsorption of co on pd single crystal surfaces,1999433310,YES,4
Chemistry,20025,"ertl, g",2007,2000,1974,adsorption of hydrogen on palladium single crystal surfaces,2037712575,YES,3
Chemistry,20025,"ertl, g",2007,2000,1974,adsorption of hydrogen on nickel single crystal surfaces,2048353665,YES,4
Chemistry,20025,"ertl, g",2007,2000,1976,adsorption of hydrogen on a pt 111 surface,2071890513,YES,3
Chemistry,20025,"ertl, g",2007,2000,1977,chemisorption of co on the pt 111 surface,2093254131,YES,3
Chemistry,20025,"ertl, g",2007,2000,1978,a molecular beam investigation of the catalytic oxidation of co on pd 111,2008893762,YES,2
Chemistry,20026,"kornberg, r",2006,2000,1974,chromatin structure a repeating unit of histones and dna,2013571070,YES,1
Chemistry,20027,"chauvin, y",2005,2000,1971,catalyse de transformation des olefines par les complexes du tungstene ii telomerisation des olefines cycliques en presence d olefines acycliques,1621500924,YES,2
Chemistry,20028,"grubbs, r",2005,2000,1992,ring opening metathesis polymerization romp of norbornene by a group viii carbene complex in protic media,1999748098,YES,4
Chemistry,20028,"grubbs, r",2005,2000,1993,syntheses and activities of new single component ruthenium based olefin metathesis catalysts,2066949448,YES,3
Chemistry,20029,"schrock, r",2005,2000,1990,synthesis of molybdenum imido alkylidene complexes and some reactions involving acyclic olefins,2054894128,YES,6
Chemistry,20029,"schrock, r",2005,2000,1990,living ring opening metathesis polymerization catalyzed by well characterized transition metal alkylidene complexes,2081405235,YES,1
Chemistry,20030,"ciechanover, a",2004,2000,1980,proposed role of atp in protein breakdown conjugation of protein with multiple chains of the polypeptide of atp dependent proteolysis,1968229731,YES,5
Chemistry,20030,"ciechanover, a",2004,2000,1980,atp dependent conjugation of reticulocyte proteins with the polypeptide required for protein degradation,2034941135,YES,5
Chemistry,20031,"hershko, a",2004,2000,1980,proposed role of atp in protein breakdown conjugation of protein with multiple chains of the polypeptide of atp dependent proteolysis,1968229731,YES,5
Chemistry,20031,"hershko, a",2004,2000,1980,atp dependent conjugation of reticulocyte proteins with the polypeptide required for protein degradation,2034941135,YES,5
Chemistry,20032,"rose, i",2004,2000,1980,proposed role of atp in protein breakdown conjugation of protein with multiple chains of the polypeptide of atp dependent proteolysis,1968229731,YES,5
Chemistry,20033,"agre, p",2003,2000,1992,appearance of water channels in xenopus oocytes expressing red cell chip28 water channel,159430704,YES,
Chemistry,20034,"mackinnon, r",2003,2000,1998,the structure of the potassium channel molecular basis of k conduction and selectivity,2143070723,YES,8
Chemistry,20035,"wuthrich, k",2002,2000,1985,solution conformation of proteinase inhibitor iia from bull seminal plasma by 1h nuclear magnetic resonance and distance geometry,1986379760,YES,3
Chemistry,20036,"tanaka, k",2002,2000,1988,Protein and polymer analyses up to m/z 100 000 by laser ionization timeofflight mass spectrometry,2110174460,YES,7
Chemistry,20037,"fenn, j",2002,2000,1989,electrospray ionization for mass spectrometry of large biomolecules,2073292063,YES,5
Chemistry,20038,"noyori, r",2001,2000,1968,homogeneous catalysis in the decomposition of diazo compounds by copper chelates asymmetric carbenoid reactions,1593167595,YES,4
Chemistry,20039,"knowles, w",2001,2000,1968,catalytic asymmetric hydrogenation employing a soluble optically active rhodium complex,1969082645,YES,2
Chemistry,20040,"sharpless, k",2001,2000,1980,the first practical method for asymmetric epoxidation,1968124833,YES,2
Chemistry,20041,"heeger, a",2000,2000,1977,synthesis of electrically conducting organic polymers halogen derivatives of polyacetylene ch x,1999332606,YES,5
Chemistry,20041,"heeger, a",2000,2000,1977,electrical conductivity in doped polyacetylene,1993209440,YES,8
Chemistry,20042,shirakaw.h,2000,2000,1977,electrical conductivity in doped polyacetylene,1993209440,YES,8
Chemistry,20042,shirakaw.h,2000,2000,1977,synthesis of electrically conducting organic polymers halogen derivatives of polyacetylene ch x,1999332606,YES,5
Chemistry,20043,"macdiarmid, a",2000,2000,1977,electrical conductivity in doped polyacetylene,1993209440,YES,8
Chemistry,20043,"macdiarmid, a",2000,2000,1977,synthesis of electrically conducting organic polymers halogen derivatives of polyacetylene ch x,1999332606,YES,5
Chemistry,20044,"zewail, a",1999,1990,1988,femtosecond real time observation of wave packet oscillations resonance in dissociation reactions,2003771289,YES,3
Chemistry,20045,"pople, j",1998,1990,1973,the influence of polarization functions on molecular orbital hydrogenation energies,2094642658,YES,2
Chemistry,20046,"kohn, w",1998,1990,1964,inhomogeneous electron gas,2030976617,YES,2
Chemistry,20046,"kohn, w",1998,1990,1965,self consistent equations including exchange and correlation effects,2230728100,YES,2
Chemistry,20047,"boyer, p",1997,1990,1954,spectrophotometric study of the reaction of protein sulfhydryl groups with organic mercurials,2333363395,YES,1
Chemistry,20048,"walker, j",1997,1990,1994,structure at 2 8 a resolution of f1 atpase from bovine heart mitochondria,2071950147,YES,4
Chemistry,20049,"skou, j",1997,1990,1957,the influence of some cations on an adenosine triphosphatase from peripheral nerves,2058236257,YES,1
Chemistry,20050,"kroto, h",1996,1990,1985,c 60 buckminsterfullerene,11476871,YES,
Chemistry,20051,"smalley, r",1996,1990,1985,c 60 buckminsterfullerene,11476871,YES,
Chemistry,20052,"curl, r",1996,1990,1985,c 60 buckminsterfullerene,11476871,YES,
Chemistry,20053,"molina, m",1995,1990,1974,stratospheric sink for chlorofluoromethanes chlorine atomc atalysed destruction of ozone,2058179313,YES,2
Chemistry,20054,"crutzen, p",1995,1990,1970,the influence of nitrogen oxides on the atmospheric ozone content,1971991115,YES,1
Chemistry,20055,"rowland, f",1995,1990,1974,stratospheric sink for chlorofluoromethanes chlorine atomc atalysed destruction of ozone,2058179313,YES,2
Chemistry,20056,"olah, g",1994,1990,1962,stable carbonium ions ii 1aoxocarbonium1b acylium tetrafluoroborates hexafluorophosphates hexafluoroantimonates and hexafluoroarsenates structure and chemical reactivity of acyl fluoride lewis acid fluoride complexes1c,2328964470,YES,4
Chemistry,20057,"smith, m",1993,1990,1977,nucleotide sequence of bacteriophage phi x174 dna,1532331378,YES,9
Chemistry,20057,"smith, m",1993,1990,1982,oligonucleotide directed mutagenesis using m13 derived vectors an efficient and general procedure for the production of point mutations in any fragment of dna,2084884863,YES,2
Chemistry,20057,"smith, m",1993,1990,1978,the nucleotide sequence of bacteriophage x174,1969094530,YES,10
Chemistry,20058,"mullis, k",1993,1990,1988,primer directed enzymatic amplification of dna with a thermostable dna polymerase,2032118018,YES,8
Chemistry,20058,"mullis, k",1993,1990,1985,enzymatic amplification of beta globin genomic sequences and restriction site analysis for diagnosis of sickle cell anemia,2050717506,YES,7
Chemistry,20059,"marcus, r",1992,1990,1956,on the theory of oxidation reduction reactions involving electron transfer i,2001270915,YES,1
Chemistry,20060,"ernst, r",1991,1990,1976,two dimensional spectroscopy application to nuclear magnetic resonance,2010528272,YES,3
Chemistry,20060,"ernst, r",1991,1990,1966,application of fourier transform spectroscopy to magnetic resonance,2070302549,YES,2
Chemistry,20060,"ernst, r",1991,1990,1979,investigation of exchange processes by two dimensional nmr spectroscopy,2074770586,YES,4
Chemistry,20061,"corey, e",1990,1990,1959,the stereochemistry of complex inorganic compounds xxii stereospecific effects in complex ions1,2087651449,YES,2
Chemistry,20062,"cech, t",1989,1980,1982,self splicing rna autoexcision and autocyclization of the ribosomal rna intervening sequence of tetrahymena,1968282235,YES,6
Chemistry,20063,"altman, s",1989,1980,1983,the rna moiety of ribonuclease p is the catalytic subunit of the enzyme,2021333801,YES,5
Chemistry,20064,"deisenhofer, j",1988,1980,1984,x ray structure analysis of a membrane protein complex electron density map at 3 a resolution and a model of the chromophores of the photosynthetic reaction center from rhodopseudomonas viridis,1916260872,YES,5
Chemistry,20064,"deisenhofer, j",1988,1980,1985,structure of the protein subunits in the photosynthetic reaction centre of rhodopseudomonas viridis at 3a resolution,2065510140,YES,5
Chemistry,20065,"huber, r",1988,1980,1984,x ray structure analysis of a membrane protein complex electron density map at 3 a resolution and a model of the chromophores of the photosynthetic reaction center from rhodopseudomonas viridis,1916260872,YES,5
Chemistry,20065,"huber, r",1988,1980,1985,structure of the protein subunits in the photosynthetic reaction centre of rhodopseudomonas viridis at 3a resolution,2065510140,YES,5
Chemistry,20066,"michel, h",1988,1980,1982,three dimensional crystals of a membrane protein complex the photosynthetic reaction centre from rhodopseudomonas viridis,1488248212,YES,1
Chemistry,20066,"michel, h",1988,1980,1984,x ray structure analysis of a membrane protein complex electron density map at 3 a resolution and a model of the chromophores of the photosynthetic reaction center from rhodopseudomonas viridis,1916260872,YES,5
Chemistry,20066,"michel, h",1988,1980,1985,structure of the protein subunits in the photosynthetic reaction centre of rhodopseudomonas viridis at 3a resolution,2065510140,YES,5
Chemistry,20067,"cram, d",1987,1980,1952,studies in stereochemistry x the rule of steric control of asymmetric induction in the syntheses of acyclic systems,2327841955,YES,2
Chemistry,20068,"lehn, j",1987,1980,1969,diaza polyoxa macrocycles et macrobicycles,2092320578,YES,3
Chemistry,20069,"pedersen, c",1987,1980,1967,cyclic polyethers and their complexes with metal salts,2045288781,YES,1
Chemistry,20070,"polanyi, j",1986,1980,1972,concepts in reaction dynamics,1992840343,YES,1
Chemistry,20070,"polanyi, j",1986,1980,1969,location of energy barriers i effect on the dynamics of reactions a bc,1966701000,YES,2
Chemistry,20071,herschba.dr,1986,1980,1969,molecular beam reactive scattering apparatus with electron bombardment detector,2038263790,YES,4
Chemistry,20071,herschba.dr,1986,1980,1970,combination rules for van der waals force constants,2093135107,YES,2
Chemistry,20072,"lee, y",1986,1980,1972,crossed molecular beam study of f c2h4 c2d4,1521493173,YES,2
Chemistry,20072,"lee, y",1986,1980,1972,intermolecular potentials from crossed beam differential elastic scattering measurements iv ar ar,2010311338,YES,3
Chemistry,20072,"lee, y",1986,1980,1969,molecular beam reactive scattering apparatus with electron bombardment detector,2038263790,YES,4
Chemistry,20073,"karle, j",1985,1980,1956,a theory of phase determination for the four types of non centrosymmetric space groups 1p222 2p22 3p12 3p22,2011912423,YES,2
Chemistry,20074,"hauptman, h",1985,1980,1956,a theory of phase determination for the four types of non centrosymmetric space groups 1p222 2p22 3p12 3p22,2011912423,YES,2
Chemistry,20075,merrifie.rb,1984,1980,1963,solid phase peptide synthesis i the synthesis of a tetrapeptide,2320556745,YES,1
Chemistry,20076,"taube, h",1983,1980,1952,rates and mechanisms of substitution in inorganic complexes in solution,2060270846,YES,1
Chemistry,20077,"klug, a",1982,1980,1968,reconstruction of three dimensional structures from electron micrographs,2001024934,YES,2
Chemistry,20077,"klug, a",1982,1980,1962,physical principles in the construction of regular viruses,2078507839,YES,2
Chemistry,20078,"fukui, k",1981,1980,1952,a molecular orbital theory of reactivity in aromatic hydrocarbons,2077796804,YES,3
Chemistry,20079,"hoffmann, r",1981,1980,1963,an extended huckel theory i hydrocarbons,1981458170,YES,1
Chemistry,20079,"hoffmann, r",1981,1980,1969,the conservation of orbital symmetry,2008844584,YES,2
Chemistry,20079,"hoffmann, r",1981,1980,1965,selection rules for concerted cycloaddition reactions,2320823423,YES,2
Chemistry,20079,"hoffmann, r",1981,1980,1965,stereochemistry of electrocyclic reactions,2323511279,YES,2
Chemistry,20079,"hoffmann, r",1981,1980,1965,selection rules for sigmatropic reactions,2324482439,YES,2
Chemistry,20080,"gilbert, w",1980,1980,1977,a new method for sequencing dna,1992595091,YES,2
Chemistry,20081,"sanger, f",1980,1980,1977,dna sequencing with chain terminating inhibitors,2138270253,YES,3
Chemistry,20082,"berg, p",1980,1980,1977,labeling deoxyribonucleic acid to high specific activity in vitro by nick translation with dna polymerase i,2029987769,YES,4
Chemistry,20083,"wittig, g",1979,1970,1953,zur reaktionsweise des pentaphenyl phosphors und einiger derivate,2146184169,YES,2
Chemistry,20083,"wittig, g",1979,1970,1954,uber triphenyl phosphin methylene als olefinbildende reagenzien i mitteil,2153772742,YES,2
Chemistry,20084,"brown, h",1979,1970,1958,directive effects in aromatic substitution .30. electrophilic substituent constants,,YES,
Chemistry,20085,"mitchell, p",1978,1970,1961,Coupling of phosphorylation to electron and hydrogen transfer by a chemi-osmotic type of mechanism.,1964126982,YES,1
Chemistry,20086,"prigogine, i",1977,1970,1969,dynamical and statistical descriptions of n body systems,2047085243,YES,3
Chemistry,20087,"lipscomb, w",1976,1970,1962,theory of polyhedral molecules i physical factorizations of the secular equation,1982596993,YES,2
Chemistry,20087,"lipscomb, w",1976,1970,1962,boron hydrides lcao mo and resonance studies,2028808912,YES,2
Chemistry,20087,"lipscomb, w",1976,1970,1962,theory of polyhedral molecules iii population analyses and reactivities for the carboranes,2080629537,YES,2
Chemistry,20087,"lipscomb, w",1976,1970,1961,coupling of phosphorylation to electron and hydrogen transfer by a chemi osmotic type of mechanism,1964126982,YES,1
Chemistry,20088,"prelog, v",1975,1970,1966,specification of molecular chirality,2102110064,YES,3
Chemistry,20088,"prelog, v",1975,1970,1960,description of steric relationships across single bonds,2009828525,YES,2
Chemistry,20088,"prelog, v",1975,1970,1956,the specification of asymmetric configuration in organic chemistry,2053032227,YES,3
Chemistry,20089,cornfort.jw,1975,1970,1962,studies on the biosynthesis of cholesterol xvi chemical synthesis of 1 h2 3 2 c 14 and 1 d2 2 c 14 trans trans farnesyl pyrophosphate and their utilization in squalene biosynthesis,64228731,YES,
Chemistry,20090,"flory, p",1974,1970,1936,molecular size distribution in linear condensation polymers1,2315929257,YES,1
Chemistry,20090,"flory, p",1974,1970,1937,the mechanism of vinyl polymerizations1,2324076384,YES,1
Chemistry,20091,wilkinso.g,1973,1970,1952,the structure of iron bis cyclopentadienyl,2318422058,YES,4
Chemistry,20092,"fischer, e",1973,1970,1952,cyclopentadien metallkomplexe ein neuer typ metallorganischer verbindungen,1972315278,YES,2
Chemistry,20093,"anfinsen, c",1972,1970,1961,the kinetics of formation of native ribonuclease during oxidation of the reduced polypeptide chain,1991498388,YES,4
Chemistry,20094,"stein, w",1972,1970,1958,automatic recording apparatus for use in the chromatography of amino acids,2017470279,YES,3
Chemistry,20094,"stein, w",1972,1970,1958,chromatography of amino acids on sulfonated polystyrene resins an improved system,2035178202,YES,3
Chemistry,20095,"moore, s",1972,1970,1958,automatic recording apparatus for use in the chromatography of amino acids,2017470279,YES,3
Chemistry,20096,"herzberg, g.",1971,1970,1965,analysis of the 4050 a group of the c 3 molecule,2031237286,YES,4
Chemistry,20096,"herzberg, g.",1971,1970,1959,the lyman bands of molecular hydrogen,1988837171,YES,2
Chemistry,20096,"herzberg, g.",1971,1970,1961,the bakerian lecture the spectra and structures of free methyl and free methylene,1982976316,YES,0
Chemistry,20096,"herzberg, g.",1971,1970,1966,the spectrum and structure of singlet ch 2,2143085463,YES,2
Chemistry,20096,"herzberg, g.",1971,1970,1956,absorption spectrum of free ch3 and cd3 radicals,1665503681,YES,2
Chemistry,20097,"leloir, l",1970,1970,1955,a modified colorimetric method for the estimation of n acetylamino sugars,1535002104,YES,
Chemistry,20098,"barton, d",1969,1960,1956,the principles of conformational analysis,2014815386,YES,2
Chemistry,20099,"hassel, o",1969,1960,1947,the structure of molecules containing cyclohexane or pyranose rings,2050318825,YES,5
Chemistry,20100,"onsager, l",1968,1960,1931,reciprocal relations in irreversible processes ii,2002116790,YES,1
Chemistry,20101,"norrish, r",1967,1960,1949,chemical reactions produced by very high light intensities,2035481966,YES,2
Chemistry,20102,"porter, g",1967,1960,1949,chemical reactions produced by very high light intensities,2035481966,YES,2
Chemistry,20103,"eigen, m",1967,1960,1954,uber die kinetik sehr schnell verlaufender ionenreaktionen in wasseriger losung,2330576647,YES,0
Chemistry,20104,"mulliken, r",1966,1960,1955,electronic population analysis on lcao mo molecular wave functions i,1650728208,YES,1
Chemistry,20105,"woodward, r",1965,1960,1952,the total synthesis of steroids1,2323851137,YES,5
Chemistry,20105,"woodward, r",1965,1960,1959,the mechanism of the diels alder reaction,2136973601,YES,2
Chemistry,20105,"woodward, r",1965,1960,1958,cis hydroxylation of a synthetic steroid intermediate with iodine silver acetate and wet acetic acid,2314340496,YES,2
Chemistry,20106,"hodgkin, d",1964,1960,1956,structure of vitamin b12,1986091806,YES,6
Chemistry,20107,"ziegler, k",1963,1960,1955,polymerisation von athylen und anderen olefinen,2154165252,YES,4
Chemistry,20108,"natta, g",1963,1960,1955,crystalline high polymers of  olefins,2584716243,YES,7
Chemistry,20109,"kendrew, j",1962,1960,1958,a three dimensional model of the myoglobin molecule obtained by x ray analysis,1985854865,YES,6
Chemistry,20109,"kendrew, j",1962,1960,1960,structure of myoglobin a three dimensional fourier synthesis at 2 a resolution,2004436328,YES,7
Chemistry,20110,"perutz, m",1962,1960,1960,structure of haemoglobin a three dimensional fourier synthesis at 5 5 a resolution obtained by x ray analysis,2088437224,YES,6
Chemistry,20111,"calvin, m",1961,1960,1950,the path of carbon in photosynthesis vii respiration and photosynthesis,1990139631,YES,2
Chemistry,20111,"calvin, m",1961,1960,1952,the path of carbon in photosynthesis xx the steady state,1573693525,YES,2
